source,target,n,p,p_source,p_target,p_cond,weight
<https://mathgen.stats.ox.ac.uk/genetics_software/snptest/snptest.html>,<https://www.wikidata.org/wiki/Q18359288>,1,8.216926869350862e-4,8.216926869350862e-4,0.005751848808545604,1,1
<https://mathgen.stats.ox.ac.uk/impute/impute_v2.html>,<https://www.wikidata.org/wiki/Q18359288>,1,8.216926869350862e-4,8.216926869350862e-4,0.005751848808545604,1,1
<https://people.virginia.edu/~wc9c/KING>,<https://www.wikidata.org/wiki/Q18359288>,1,8.216926869350862e-4,8.216926869350862e-4,0.005751848808545604,1,1
<https://www.illumina.com/Documents/products/technotes/technote_gencall_data_analysis_software.pdf>,<https://www.wikidata.org/wiki/Q18359288>,1,8.216926869350862e-4,8.216926869350862e-4,0.005751848808545604,1,1
<https://www.wikidata.org/wiki/Q42478>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.005751848808545604,0.018077239112571898,0.14285714285714285,0.14285714285714285
<http://www.ensembl.org/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0024650780608052587,0.018077239112571898,0.3333333333333333,0.3333333333333333
<https://cran.r-project.org/package=gplots>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q206904>,<https://www.wikidata.org/wiki/Q286820>,4,0.003286770747740345,0.07641741988496302,0.018077239112571898,0.043010752688172046,0.043010752688172046
<https://www.wikidata.org/wiki/Q181596>,<https://www.wikidata.org/wiki/Q286820>,3,0.0024650780608052587,0.3245686113393591,0.018077239112571898,0.007594936708860758,0.007594936708860758
<https://www.wikidata.org/wiki/Q1659584>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.014790468364831553,0.018077239112571898,0.05555555555555555,0.05555555555555555
<http://genetics.bwh.harvard.edu/pph2>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.003286770747740345,0.018077239112571898,0.25,0.25
<https://softgenetics.com/mutationSurveyor.php>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q11239942>,<https://www.wikidata.org/wiki/Q286820>,3,0.0024650780608052587,0.0049301561216105174,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q18359288>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.005751848808545604,0.018077239112571898,0.14285714285714285,0.14285714285714285
<https://www.wikidata.org/wiki/Q5533486>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q7512231>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0024650780608052587,0.018077239112571898,0.3333333333333333,0.3333333333333333
<https://web.stanford.edu/group/pritchardlab/structure.html>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0024650780608052587,0.018077239112571898,0.3333333333333333,0.3333333333333333
<https://www.wikidata.org/wiki/Q11272>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.056696795398520954,0.018077239112571898,0.014492753623188404,0.014492753623188404
<https://www.wikidata.org/wiki/Q4049465>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.005751848808545604,0.018077239112571898,0.14285714285714285,0.14285714285714285
<https://www.fluxus-engineering.com/sharenet.htm>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.003286770747740345,0.018077239112571898,0.25,0.25
<https://www.wikidata.org/wiki/Q4792191>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.003286770747740345,0.018077239112571898,0.25,0.25
<http://comp-bio.anu.edu.au/bellerophon/bellerophon.pl>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://pyrotagger.jgi-psf.org/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://rdp.cme.msu.edu/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://www.purl.oclc.org/estimates>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<http://www.ub.edu/dnasp>,<https://www.wikidata.org/wiki/Q286820>,2,0.0016433853738701725,0.0016433853738701725,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q5531616>,<https://www.wikidata.org/wiki/Q286820>,2,0.0016433853738701725,0.0024650780608052587,0.018077239112571898,0.6666666666666666,0.6666666666666666
<https://www.wikidata.org/wiki/Q6715328>,<https://www.wikidata.org/wiki/Q286820>,5,0.004108463434675432,0.008216926869350863,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q6719088>,<https://www.wikidata.org/wiki/Q286820>,2,0.0016433853738701725,0.0024650780608052587,0.018077239112571898,0.6666666666666666,0.6666666666666666
<https://www.wildblueberrymedia.net/pcord>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://doi.org/10.1186/gb-2006-7-4-r29>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0024650780608052587,0.018077239112571898,0.3333333333333333,0.3333333333333333
<http://tree.bio.ed.ac.uk/software/tracer>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<http://www.atgc-montpellier.fr/phyml>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://beast.community/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.003286770747740345,0.018077239112571898,0.25,0.25
<https://github.com/ddarriba/modeltest>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://github.com/veg/datamonkey-js>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://kimura.univ-montp2.fr/%7Erousset/Genepop.htm>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.003286770747740345,0.018077239112571898,0.25,0.25
<https://www.wikidata.org/wiki/Q10920783>,<https://www.wikidata.org/wiki/Q286820>,2,0.0016433853738701725,0.0024650780608052587,0.018077239112571898,0.6666666666666666,0.6666666666666666
<https://www.wikidata.org/wiki/Q47519550>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q5427149>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q7118292>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<http://hpc.ilri.cgiar.org/beca/bioinfo/convert.html>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://www1.montpellier.inra.fr/CBGP/software/Bottleneck/bottleneck.html>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://beast.community/logcombiner>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://github.com/rambaut/figtree>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://peterbeerli.com/migrate-html5>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://sourceforge.net/projects/ibdws>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.beast2.org/treeannotator>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q42274>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q866737>,<https://www.wikidata.org/wiki/Q286820>,5,0.004108463434675432,0.004108463434675432,0.018077239112571898,1,1
<https://digitalinsights.qiagen.com/products-overview/discovery-insights-portfolio/analysis-and-visualization/qiagen-ipa>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0049301561216105174,0.018077239112571898,0.16666666666666666,0.16666666666666666
<http://olisweb.com/olisweb_old/Olis-Software.html>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://smart.emblheidelberg.de/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://www.cbs.dtu.dk/services/SignalP>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q17029600>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q1726452>,<https://www.wikidata.org/wiki/Q286820>,2,0.0016433853738701725,0.0024650780608052587,0.018077239112571898,0.6666666666666666,0.6666666666666666
<http://flash.lakeheadu.ca/~rrempel/ecology>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q631011>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q7265483>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://cran.r-project.org/package=vegan>,<https://www.wikidata.org/wiki/Q286820>,2,0.0016433853738701725,0.0024650780608052587,0.018077239112571898,0.6666666666666666,0.6666666666666666
<https://www.wikidata.org/wiki/Q67141781>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.wikidata.org/wiki/Q7388648>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.004108463434675432,0.018077239112571898,0.19999999999999998,0.19999999999999998
<http://code.google.com/p/rna-star>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<http://mirdb.org/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://bioconductor.org/packages/edgeR>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0024650780608052587,0.018077239112571898,0.3333333333333333,0.3333333333333333
<https://github.com/rajewsky-lab/mirdeep2>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://github.com/usadellab/Trimmomatic>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.bioconductor.org/packages/edge>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.ncbi.nlm.nih.gov/tools/primer-blast>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q18387989>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.illumina.com/techniques/microarrays/array-data-analysis-experimental-design/genomestudio.html>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://bioconductor.org/packages/MSstats>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://cran.r-project.org/package=Epi>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://sciex.com/products/software/analyst-software>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.bio-rad.com/en-us/product/bio-plex-manager-software-standard-edition>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q48989793>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://www.softberry.com/berry.phtml>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://bruker-daltonics-biotools.software.informer.com/3.0>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://github.com/sanger-pathogens/Artemis>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://phylopythias.bifo.helmholtz-hzi.de/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://rast.nmpdr.org/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_5400.pdf>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.bruker.com/en/products-and-solutions/mass-spectrometry/maldi-tof/autoflex-max.html>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q3047275>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://www.wikidata.org/wiki/Q28444600>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,0.0016433853738701725,0.018077239112571898,0.5,0.5
<https://www.hyphy.org/>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<https://cran.r-project.org/package=OptimalCutpoints>,<https://www.wikidata.org/wiki/Q286820>,1,8.216926869350862e-4,8.216926869350862e-4,0.018077239112571898,1,1
<http://genetics.bwh.harvard.edu/pph2>,<https://www.wikidata.org/wiki/Q5533486>,1,8.216926869350862e-4,0.003286770747740345,8.216926869350862e-4,0.25,0.25
<https://softgenetics.com/mutationSurveyor.php>,<https://www.wikidata.org/wiki/Q5533486>,1,8.216926869350862e-4,8.216926869350862e-4,8.216926869350862e-4,1,1
<https://www.wikidata.org/wiki/Q11239942>,<https://www.wikidata.org/wiki/Q5533486>,1,8.216926869350862e-4,0.0049301561216105174,8.216926869350862e-4,0.16666666666666666,0.16666666666666666
<https://www.wikidata.org/wiki/Q18359288>,<https://www.wikidata.org/wiki/Q5533486>,1,8.216926869350862e-4,0.005751848808545604,8.216926869350862e-4,0.14285714285714285,0.14285714285714285
<https://www.wikidata.org/wiki/Q286820>,<https://www.wikidata.org/wiki/Q5533486>,1,8.216926869350862e-4,0.018077239112571898,8.216926869350862e-4,0.045454545454545456,0.045454545454545456
<https://www.wikidata.org/wiki/Q1406>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,0.0838126540673788,0.01972062448644207,0.00980392156862745,0.00980392156862745
<https://www.wikidata.org/wiki/Q14116>,<https://www.wikidata.org/wiki/Q41566485>,2,0.0016433853738701725,0.018898931799506986,0.01972062448644207,0.08695652173913042,0.08695652173913042
<https://www.wikidata.org/wiki/Q169478>,<https://www.wikidata.org/wiki/Q41566485>,15,0.012325390304026294,0.09778142974527526,0.01972062448644207,0.12605042016806722,0.12605042016806722
<https://www.wikidata.org/wiki/Q181596>,<https://www.wikidata.org/wiki/Q41566485>,4,0.003286770747740345,0.3245686113393591,0.01972062448644207,0.010126582278481011,0.010126582278481011
<https://www.wikidata.org/wiki/Q28865>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,0.021364009860312245,0.01972062448644207,0.03846153846153846,0.03846153846153846
<https://pstnet.com/products/e-prime>,<https://www.wikidata.org/wiki/Q41566485>,2,0.0016433853738701725,0.004108463434675432,0.01972062448644207,0.39999999999999997,0.39999999999999997
<https://www.wikidata.org/wiki/Q18215965>,<https://www.wikidata.org/wiki/Q41566485>,3,0.0024650780608052587,0.009860312243221035,0.01972062448644207,0.25,0.25
<http://marsbar.sourceforge.net/>,<https://www.wikidata.org/wiki/Q41566485>,3,0.0024650780608052587,0.0024650780608052587,0.01972062448644207,1,1
<https://www.nitrc.org/projects/wfu_pickatlas>,<https://www.wikidata.org/wiki/Q41566485>,5,0.004108463434675432,0.004108463434675432,0.01972062448644207,1,1
<http://www3.psych.purdue.edu/~willia55/Announce/cyberball.htm>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<http://www.talairach.org/daemon.html>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,0.0016433853738701725,0.01972062448644207,0.5,0.5
<https://www.fz-juelich.de/inm/inm-1/DE/Forschung/_docs/SPMAnatomyToolbox/SPMAnatomyToolbox_node.html>,<https://www.wikidata.org/wiki/Q41566485>,2,0.0016433853738701725,0.0016433853738701725,0.01972062448644207,1,1
<https://www.wikidata.org/wiki/Q3737246>,<https://www.wikidata.org/wiki/Q41566485>,2,0.0016433853738701725,0.005751848808545604,0.01972062448644207,0.2857142857142857,0.2857142857142857
<https://www.neurobs.com/menu_presentation/menu_features/features_overview>,<https://www.wikidata.org/wiki/Q41566485>,2,0.0016433853738701725,0.0024650780608052587,0.01972062448644207,0.6666666666666666,0.6666666666666666
<http://data.gesis.org/somesci/ALPHASIM_01>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<http://www.restfmri.net/forum/REST_V1.8>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://neurometrika.org/node/34>,<https://www.wikidata.org/wiki/Q41566485>,3,0.0024650780608052587,0.0024650780608052587,0.01972062448644207,1,1
<http://doi.org/10.1371/journal.pone.0091620>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.fil.ion.ucl.ac.uk/spm/toolbox/fieldmap>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.wikidata.org/wiki/Q576474>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,0.0016433853738701725,0.01972062448644207,0.5,0.5
<https://www.wikidata.org/wiki/Q1026367>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,0.0016433853738701725,0.01972062448644207,0.5,0.5
<https://www.wikidata.org/wiki/Q4751099>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,0.004108463434675432,0.01972062448644207,0.19999999999999998,0.19999999999999998
<http://www.nitrc.org/projects/conn>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.nitrc.org/projects/artifact_detect>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<http://data.gesis.org/somesci/HGF_01>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://github.com/translationalneuromodeling/tapas>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<http://www.arringtonresearch.com/viewpoint.html>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.nitrc.org/projects/isc-toolbox>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<http://brainmap.co.uk/>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.medizin.uni-tuebingen.de/das-klinikum/einrichtungen/kliniken/kinderklinik/kinderheilkunde-iii/forschung-iii/software>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.wikidata.org/wiki/Q23992212>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,0.0016433853738701725,0.01972062448644207,0.5,0.5
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FslView>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://pypi.org/project/nilearn>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.nitrc.org/projects/mricron>,<https://www.wikidata.org/wiki/Q41566485>,1,8.216926869350862e-4,8.216926869350862e-4,0.01972062448644207,1,1
<https://www.wikidata.org/wiki/Q15777>,<http://www.ebi.ac.uk/thornton-srv/software/PoreWalker>,1,8.216926869350862e-4,0.005751848808545604,8.216926869350862e-4,0.14285714285714285,0.14285714285714285
<https://www.wikidata.org/wiki/Q42478>,<http://www.ebi.ac.uk/thornton-srv/software/PoreWalker>,1,8.216926869350862e-4,0.005751848808545604,8.216926869350862e-4,0.14285714285714285,0.14285714285714285
<https://www.wikidata.org/wiki/Q1406>,<https://www.wikidata.org/wiki/Q7512231>,2,0.0016433853738701725,0.0838126540673788,0.0024650780608052587,0.0196078431372549,0.0196078431372549
<https://www.wikidata.org/wiki/Q181596>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,0.3245686113393591,0.0024650780608052587,0.0025316455696202528,0.0025316455696202528
<https://www.wikidata.org/wiki/Q286820>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,0.018077239112571898,0.0024650780608052587,0.045454545454545456,0.045454545454545456
<http://www.adept.net.au/software/mediacy/ImagePro/scopePro.shtml>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://www.mediacy.com/imageproplus>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,0.0024650780608052587,0.0024650780608052587,0.3333333333333333,0.3333333333333333
<https://www.statistix.com/>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://www.wikidata.org/wiki/Q11272>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,0.056696795398520954,0.0024650780608052587,0.014492753623188404,0.014492753623188404
<https://www.wikidata.org/wiki/Q129793>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,0.004108463434675432,0.0024650780608052587,0.19999999999999998,0.19999999999999998
<https://www.wikidata.org/wiki/Q4049465>,<https://www.wikidata.org/wiki/Q7512231>,2,0.0016433853738701725,0.005751848808545604,0.0024650780608052587,0.2857142857142857,0.2857142857142857
<https://www.wikidata.org/wiki/Q1726452>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,0.0024650780608052587,0.0024650780608052587,0.3333333333333333,0.3333333333333333
<http://www.softberry.com/berry.phtml>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://bruker-daltonics-biotools.software.informer.com/3.0>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://github.com/sanger-pathogens/Artemis>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://phylopythias.bifo.helmholtz-hzi.de/>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://rast.nmpdr.org/>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://www.bio-rad.com/webroot/web/pdf/lsr/literature/Bulletin_5400.pdf>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://www.bruker.com/en/products-and-solutions/mass-spectrometry/maldi-tof/autoflex-max.html>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://www.wikidata.org/wiki/Q3047275>,<https://www.wikidata.org/wiki/Q7512231>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
<https://www.wikidata.org/wiki/Q181596>,<http://data.gesis.org/somesci/CELLQUEST_01>,1,8.216926869350862e-4,0.3245686113393591,0.0016433853738701725,0.0025316455696202528,0.0025316455696202528
<https://www.wikidata.org/wiki/Q1355082>,<http://data.gesis.org/somesci/CELLQUEST_01>,2,0.0016433853738701725,0.03944124897288414,0.0016433853738701725,0.041666666666666664,0.041666666666666664
<http://vina.scripps.edu/>,<http://data.gesis.org/somesci/CELLQUEST_01>,1,8.216926869350862e-4,8.216926869350862e-4,0.0016433853738701725,1,1
<https://www.3ds.com/products-services/biovia/products/data-science/biovia-insight>,<http://data.gesis.org/somesci/CELLQUEST_01>,1,8.216926869350862e-4,8.216926869350862e-4,0.0016433853738701725,1,1
<https://www.bio-rad.com/en-de/product/quantity-one-1-d-analysis-software>,<http://data.gesis.org/somesci/CELLQUEST_01>,1,8.216926869350862e-4,0.003286770747740345,0.0016433853738701725,0.25,0.25
<https://www.combosyn.com/>,<http://data.gesis.org/somesci/CELLQUEST_01>,1,8.216926869350862e-4,0.0016433853738701725,0.0016433853738701725,0.5,0.5
<https://www.wikidata.org/wiki/Q1373457>,<http://data.gesis.org/somesci/CELLQUEST_01>,1,8.216926869350862e-4,8.216926869350862e-4,0.0016433853738701725,1,1
<https://www.wikidata.org/wiki/Q220182>,<http://data.gesis.org/somesci/CELLQUEST_01>,1,8.216926869350862e-4,8.216926869350862e-4,0.0016433853738701725,1,1
<https://web.stanford.edu/group/pritchardlab/structure.html>,<http://homepages.ed.ac.uk/pmckeigu/software/admixmap>,1,8.216926869350862e-4,0.0024650780608052587,8.216926869350862e-4,0.3333333333333333,0.3333333333333333
<https://www.wikidata.org/wiki/Q286820>,<https://web.stanford.edu/group/pritchardlab/structure.html>,1,8.216926869350862e-4,0.018077239112571898,0.0024650780608052587,0.045454545454545456,0.045454545454545456
<http://homepages.ed.ac.uk/pmckeigu/software/admixmap>,<https://web.stanford.edu/group/pritchardlab/structure.html>,1,8.216926869350862e-4,8.216926869350862e-4,0.0024650780608052587,1,1
